Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,DewPoint_x,Heat_x,Cool_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,day,month,year,Tmax_x_bin_bin2,Tmax_x_bin_bin3,Tmax_x_bin_bin4,Tmax_x_bin_bin5,Tmax_x_bin_bin6,Tmax_x_bin_bin7,Tmax_x_bin_bin8,Tmax_x_bin_bin9,Tmax_x_bin_bin10,Tmax_x_bin_bin11,Tmax_x_bin_bin12,Tmax_x_bin_bin13,Tmax_x_bin_bin14,Tavg_x_bin_bin2,Tavg_x_bin_bin3,Tavg_x_bin_bin4,Tavg_x_bin_bin5,Tavg_x_bin_bin6,Tavg_x_bin_bin7,Tavg_x_bin_bin8,Tavg_x_bin_bin9,Tavg_x_bin_bin10,Tavg_x_bin_bin11,Tavg_x_bin_bin12,Tavg_x_bin_bin13,Tavg_x_bin_bin14,Tmin_x_bin_bin2,Tmin_x_bin_bin3,Tmin_x_bin_bin4,Tmin_x_bin_bin5,Tmin_x_bin_bin6,Tmin_x_bin_bin7,Tmin_x_bin_bin8,Tmin_x_bin_bin9,Tmin_x_bin_bin10,Tmin_x_bin_bin11,Tmin_x_bin_bin12,Tmin_x_bin_bin13,Tmin_x_bin_bin14,WetBulb_x_bin_bin2,WetBulb_x_bin_bin3,WetBulb_x_bin_bin4,WetBulb_x_bin_bin5,WetBulb_x_bin_bin6,WetBulb_x_bin_bin7,WetBulb_x_bin_bin8,WetBulb_x_bin_bin9,WetBulb_x_bin_bin10,WetBulb_x_bin_bin11,WetBulb_x_bin_bin12,WetBulb_x_bin_bin13,WetBulb_x_bin_bin14
1,91,127,10,41.992478,-87.862995,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,1,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,10,132,147,41.974689,-87.890615,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,131,148,41.957799,-87.930995,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,131,148,41.957799,-87.930995,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,131,148,41.957799,-87.930995,1,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,10,131,148,41.957799,-87.930995,1,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,10,131,148,41.957799,-87.930995,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,51,34,131,41.973845,-87.805059,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,51,34,131,41.973845,-87.805059,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,51,34,131,41.973845,-87.805059,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,82,72,133,41.743402,-87.731435,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,82,72,133,41.743402,-87.731435,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,82,72,133,41.743402,-87.731435,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,17,113,132,41.947227,-87.671457,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,11,91,137,41.753411,-87.639817,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,13,26,138,41.904194,-87.756155,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,39,44,136,41.951866,-87.725057,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,39,44,136,41.951866,-87.725057,0,61,0,6,0.0,29.33,30.05,9.1,21,9.2,25,8,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,11,117,38,41.896282,-87.655232,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,17,112,77,41.720848,-87.666014,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,89,57,112,41.732984,-87.649642,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,36,39,11,41.944869,-87.832763,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,72,38,16,42.011601,-87.811506,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,50,58,24,41.801498,-87.763416,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,50,58,24,41.801498,-87.763416,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,14,22,25,41.906638,-87.701431,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,11,50,71,41.868077,-87.666901,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,42,98,92,41.662014,-87.724608,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,70,0,104,41.916265,-87.800515,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,25,77,105,41.846075,-87.716277,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,45,17,128,41.963976,-87.69181,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,61,121,13,41.923738,-87.785288,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,33,43,97,41.94016,-87.794896,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,33,43,97,41.94016,-87.794896,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,33,43,97,41.94016,-87.794896,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,11,49,113,41.903002,-87.688267,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,60,130,17,41.960616,-87.777189,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,33,93,79,41.704336,-87.703736,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,35,102,45,41.800737,-87.71188,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,22,107,51,41.768388,-87.678649,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,8,55,41.773215,-87.60088,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,10,8,55,41.773215,-87.60088,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,39,50,56,41.822536,-87.666343,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,39,50,56,41.822536,-87.666343,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,71,84,61,41.766202,-87.562889,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,71,84,61,41.766202,-87.562889,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,79,59,65,41.754292,-87.590773,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,12,64,88,41.673408,-87.599862,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,12,64,88,41.673408,-87.599862,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,10,86,93,41.726465,-87.585413,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,13,88,116,41.678618,-87.559308,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,13,88,116,41.678618,-87.559308,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,13,54,120,41.740641,-87.546587,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,13,54,120,41.740641,-87.546587,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,37,4,121,41.680946,-87.535198,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,37,4,121,41.680946,-87.535198,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,40,5,129,41.659112,-87.538693,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,40,5,129,41.659112,-87.538693,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,91,127,10,41.992478,-87.862995,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,132,147,41.974689,-87.890615,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,10,132,147,41.974689,-87.890615,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,10,132,147,41.974689,-87.890615,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,10,131,148,41.957799,-87.930995,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,82,72,133,41.743402,-87.731435,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,17,113,132,41.947227,-87.671457,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,13,26,138,41.904194,-87.756155,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,39,44,136,41.951866,-87.725057,0,60,1,0,0.95,29.36,30.08,9.1,7,9.7,27,8,2009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
